_country,appVersion,at,content,repliedAt,replyContent,reviewCreatedVersion,reviewId,score,thumbsUpCount,userImage,userName
in,4.113.1,2026-08-03 09:49:50,nice work,2026-08-03 09:52:43,"Hey, thank you for the ratings. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",4.113.1,a0b3281d-8c99-4a3f-b2a1-d7192f0a91be,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjWxFoz9YqTm6PqaklRANINiq5YooFjD1r5reEEHU8Ly6HZ6bMs2,Dheeraj Ghalot
in,4.113.1,2026-08-03 09:48:17,"Great quality, speedy delivery. However, I would like the delivery persons to be careful when riding their bikes. My delivery not more important than their safety.",2026-08-03 09:52:45,"Hey, thank you for your feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",4.113.1,a3e9954a-5eaa-4bfe-9712-2941e3a335a6,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjWZ7tz2yYx22xCxUjjFe4_j66xnFstNoz230VC2K0iEpt3AsDkR_A,Jed Mitter
in,4.112.0,2026-08-03 09:37:39,Nice 👍,2026-08-03 09:42:32,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",4.112.0,45b4d930-d25a-4d50-80bf-8851f5a37a5f,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjWShX02BcXTwpUkt-C3CsqH4F3dhbiTLwtijeHhLCpz2jOsqEGSoA,Dhiman Mondal
in,4.113.1,2026-08-03 09:31:56,👍👍,2026-08-03 09:32:30,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",4.113.1,531cec12-9de7-4999-bc49-9d2f8635816c,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjUNRXpAWAs6TMnbunwMPZwnCWIxVJczC_j2ppT0t7WLG9gRSrEv,Siju K k
in,4.113.1,2026-08-03 09:27:12,good 👍👍👍👍👍👍👍,2026-08-03 09:32:31,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,4.113.1,79325eea-01da-4774-9261-7b3c531ef5bf,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjXZFLQU4yDFktzDUUWQ24srBB3taTo2wOGyvUX7y1aV0ebSTKZR8A,Ranjit Jehanabad
in,,2026-08-03 09:23:56,"Please guys check all products what you have ordered then pay them. worst experience ever. 1st - they said 10-15 minutes but took 40 minutes. 2nd: they delivered wrong order. 3rd: order returned and they said refund done back to source by upi. but i paid by cash so when i asked for details they don't have it. now they are giving me no option to get my money back but only refund in coupon. and again wait for 48hr. they scammed me basically. problem happened again, missing item 3 august",2026-08-03 09:32:30,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",,7af5a0b7-7beb-43dd-a7e7-6e847d343345,1,0,https://play-lh.googleusercontent.com/a-/ALV-UjUJFwMpiSNxe2YZWXcAEXJY2mZC8Ep4uwm0BSVAj90vpivINXA,Sn Global Services
in,4.113.1,2026-08-03 09:22:07,excellent,2026-08-03 09:23:19,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,4.113.1,bd1d7355-faac-46e2-b9f7-4cb8a2390768,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjWTocaWAdkU89yxi8K1CZZgLGvODza9r1O66is8WipdzhneHgg,Subhendu Panda
in,4.113.1,2026-08-03 09:18:25,fast service,2026-08-03 09:23:16,"Hey there, we're pleased that you enjoyed your experience with Swiggy. We'll endeavor to keep it up. Keep ordering. 🙂",4.113.1,8726a5f3-f7ab-4346-828d-76a82d90e169,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjWzU7ZbkoRkiHlQmS9ciN_BLIG_x74P2LByAGPez7yMb_8t04Ip,BAPUJI SAHOO
in,4.113.1,2026-08-03 09:15:53,"My experience was extremely disappointing. My first order turned out to be my last order on Instamart. I ordered milk, but the milk packet they delivered did not have an expiry date mentioned. I contacted customer support through the Help section, but they closed the conversation without even listening to my concern. No resolution was provided. Very poor customer service.",2026-08-03 09:23:19,"Hey there, we are sorry for the unpleasant experience you had. Please share more details about the incident by writing an email at swiggysocial@swiggy.in from your registered email ID. we'll take it up.",4.113.1,c50c6dfb-ef0a-4b85-82c9-81b6d535d6c5,1,0,https://play-lh.googleusercontent.com/a/ACg8ocJVoRIgzn_Zv9GufQnsgGtUHdQ3A_0gjXKNZhBh86t0_tlMTQ=mo,Anshuman Bhardwaj
in,,2026-08-03 08:44:17,you should add an option to give Tip to the delivery person after delivery has happened. currently I can add tips only when placing an order. At the time of placing the order I am not sure if the delivery service by the delivery boy is good or not,2026-08-03 08:55:07,"Hey there, we are thankful for your reviews & would love to get your feedback on taking it to the next level. We request you to share your feedback by writing to us at swiggysocial@swiggy.in from your registered email address.",,42514698-5486-4d79-89fe-092d24ed89f8,4,0,https://play-lh.googleusercontent.com/a/ACg8ocJe0ctjWTvt2on9uD9cbH7NgcWfrn8Djq-DDli58_CUxCibxg=mo,Vasanti Soman
in,4.111.2,2026-08-03 08:19:27,Good and reasonable priced products and fast delivery.,2026-08-03 08:22:36,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",4.111.2,1cf9172f-47f5-43c3-85e4-23172d8bb951,5,0,https://play-lh.googleusercontent.com/a/ACg8ocL8xlQ3eyDCg2BR1foTs58vdsSIXXrZIwT0nPK1OdL9vtih=mo,lian goukhaam
in,4.113.1,2026-08-03 08:12:38,👍,2026-08-03 08:22:34,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",4.113.1,65aadde1-bfe2-44f1-800a-488602e36bdc,5,0,https://play-lh.googleusercontent.com/a/ACg8ocKtl2EQ-jMYIIXBVMUJnLaSVH6IzdOxTZyvukbYCFZiraI2zA=mo,Gopal Kedia
in,4.112.0,2026-08-03 08:09:37,Instamart always sending unriped fruits.. and low quality products,2026-08-03 08:12:31,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",4.112.0,4a37f623-3d4a-4560-b6bb-926cad7bf478,1,0,https://play-lh.googleusercontent.com/a-/ALV-UjX3u6-KzDZhfM94QVceuqHgwPf2Ll7FePvFjYCK4FYgUrpuuF5z,NAMATHOTI SIVANAGARAJU
in,4.113.1,2026-08-03 08:07:40,good partner for grocery,2026-08-03 08:12:31,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,4.113.1,0b0c85c2-3c61-47db-8653-61cb0f6619d3,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjXAZjXVkS3_gTdI6c5lPc8Elpw5zgHg9uIyn9wT3BehB-NDQFds,Shah Sonu
in,4.113.1,2026-08-03 07:59:06,good service 👍,2026-08-03 08:02:36,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",4.113.1,a1e4f4f1-905f-49e1-ae54-e910ec5202fe,5,0,https://play-lh.googleusercontent.com/a/ACg8ocI05rMkj5TgsMltpHNMCt-jTaHk3hfJb9LPvD17mlvw3k4kuA=mo,Bindu Bujji
in,4.113.1,2026-08-03 07:45:59,nice,2026-08-03 07:53:23,"Hi, thank you for delighting us with the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our service worth 5 stars.",4.113.1,0c3c1192-7feb-4223-915c-9406d4c149ec,4,0,https://play-lh.googleusercontent.com/a-/ALV-UjWbZNf3u3rQY-VuTCwCbFay0_RgbXD7atfSNcu8QJa0i9ZMUz0,Nitin Agrawal
in,,2026-08-03 07:42:38,really excellent,2026-08-03 07:53:23,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",,2a6abf12-9603-41c5-b0ed-a5f115cf99a4,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjVVVegQJuOLKBxpvVZpRXvFChrdEQVdxU5_UL1tdJMqcBWLq4dZww,Chetan Bhaskeray Bhatt
in,4.113.1,2026-08-03 07:37:45,very nice only 5 min but pagal app hai,2026-08-03 07:42:38,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services.",4.113.1,a0f549d3-dc54-48d7-ae39-ebd603d78afb,2,0,https://play-lh.googleusercontent.com/a/ACg8ocJi9xMgwRcv_80GZmDduDK8XH6TUXMWrUlLXZuSpw1pFriufg=mo,Yash Raj
in,4.113.1,2026-08-03 07:17:12,"quality products, fresh portion, reasonably priced, good deals, speedy delivery, friendly app & great customer support",2026-08-03 07:25:05,"Hey there, thank you for the valuable feedback. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",4.113.1,62fa672e-efb4-405a-87a0-62bc4a625acd,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjVU7aFGyRtK1gWnA29FpRU_gdy-lNdYOXGbR6shwRJoBS5k04_U,Mary Gamage
in,4.113.1,2026-08-03 06:52:59,super 👍,2026-08-03 07:02:30,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",4.113.1,c94d566a-2f79-43e6-b91a-5e3464fe49d5,5,0,https://play-lh.googleusercontent.com/a/ACg8ocIHXSuOahATKsHoxmT7-oLVtMiavqOV1MN4yadhOam7r9GpSw=mo,Vonimi Sai
in,4.113.1,2026-08-03 06:52:09,very good. variety of products available.,2026-08-03 06:52:26,"Hello, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 😊",4.113.1,509319a8-8de7-431d-9fa0-36d5937012db,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjXJNnmjlqZNAo7TWqlHTE6oawOQoR5PYnqbDYo-aYc7tpvZRRLt,Vipin Singh
in,4.113.1,2026-08-03 06:31:44,Nice,2026-08-03 06:34:02,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",4.113.1,9cfbd063-c84c-4fcf-ac92-b5e39bbe59bd,5,0,https://play-lh.googleusercontent.com/a/ACg8ocLScX5pIFxQm-0PRThQb-MGCuLpp_804oZiH4g_tjoRH1N_Sg=mo,Niveathitha alagar
in,4.112.0,2026-08-03 02:49:49,very bad in night order 😪,2026-08-03 02:55:07,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",4.112.0,36a1e159-0f77-493a-88b5-e0666aba0732,1,0,https://play-lh.googleusercontent.com/a-/ALV-UjW_QvJtfTPdFhYWPs0MqrEN2caI6EE_qP9ULqL93d5RpazADCQ7,MohdArif Khan
in,4.113.1,2026-08-03 00:45:25,can improve on payment offers and discounts,2026-08-03 00:52:21,"Hey, thanks for the rating! This motivates us to keep serving you better with every order. We would love to hear from you about how we could hit the 5-star rating. Please do share your thoughts by dropping an email at swiggysocial@swiggy.in.",4.113.1,b37a8b1a-6c68-4512-910c-f27ea8c7606f,4,0,https://play-lh.googleusercontent.com/a-/ALV-UjVJdXS7se2vQm372iKNqvCVovaxxZs4Sc4rc5vu1Lmau7arNfrt,Aniket Gaikwad
in,,2026-08-03 00:28:10,not optimistic interface,2026-08-03 00:33:43,"Hi, we are sorry about this. Please help us with the order id over an email at swiggysocial@swiggy.in, so we can help resolve the issue.",,a10e6a39-428e-4885-b847-8bb6972cd51a,1,0,https://play-lh.googleusercontent.com/a-/ALV-UjXywHMUM1DykOodujSXz4f4XOhAYnnCofz8EbavhtCU1RK_yf-C,JAI_ AKASH_
in,4.113.1,2026-08-02 23:54:32,nice,2026-08-03 00:03:02,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",4.113.1,87c9bc3f-3001-4d1d-be99-9171cf40d36c,5,0,https://play-lh.googleusercontent.com/a/ACg8ocIhBoIfxH2WVlFPWpn82OqkrRaeRPMvO3w57Fr2fHa4BDntOzc=mo,FARHAN SHAIKH
in,4.113.1,2026-08-02 23:45:19,im ordering regular right time delivery thanks to Instamart,2026-08-02 23:52:33,"Hey there, we're pleased that you enjoyed your experience with Swiggy. We'll endeavor to keep it up. Keep ordering. 🙂",4.113.1,6e898e88-aece-461f-a913-0090334c2441,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjVtxT1ieVy7Cfbfly_h67bbebIwCdBIGT_tsCl3fArUg5_W2CE,Rider Arman
in,4.113.1,2026-08-02 23:42:06,price rate and delivery rate different,2026-08-02 23:42:41,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",4.113.1,f3f72247-edb6-44bb-96e1-f0efb6e4f239,2,0,https://play-lh.googleusercontent.com/a/ACg8ocKdLp3oejayFJMm9HbvgZArzFx7TSWUFDs3V3Xp6hxogaHOYQ=mo,Mritunjay Singh
in,4.113.1,2026-08-02 23:39:41,not good,2026-08-02 23:42:41,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",4.113.1,53ac9f1a-a087-496a-b1af-709883646376,1,0,https://play-lh.googleusercontent.com/a-/ALV-UjUCk_w7i-bw7jRBsyYme4jMTwCovuFf39B-SlD2CLuD3vec4V3qbQ,Agbin singh
in,4.112.0,2026-08-02 23:39:16,good,2026-08-02 23:42:42,"Hey, thank you for the ratings. Please let us know how we can make our service worth 5 stars by writing to us at swiggysocial@swiggy.in from your registered email address.",4.112.0,86da4217-fd32-4f8c-a706-4e3bb9496deb,3,0,https://play-lh.googleusercontent.com/a/ACg8ocL34t-RyhVvNBuLc5MGTAdag2j2n_KeHOiMVnEuh68x7Erb7A=mo,Charu Sharma
in,4.113.1,2026-08-02 23:27:42,good,2026-08-02 23:32:28,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,4.113.1,2d3e9242-a365-42df-8572-1f7af5054e50,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjW1RaWVCk7hX--VqA4J4J4VvcIBda4ttuHQQSzNNjMgksL5u4G2,Pranali Nimbre
in,4.112.0,2026-08-02 23:16:15,nice,2026-08-02 23:22:33,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,4.112.0,65ebdfbd-2688-4cb2-823b-dd7cea62eb72,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjVusqwPx5RWGuN3Dk0shLWZ7ZKujWo6fvkCqOfgmSITlqoPBo2h,AFIF MALLIK
in,4.113.1,2026-08-02 23:06:39,really good service best quality .,2026-08-02 23:12:40,Hey there! It's a bliss to see that our service brought a smile to your face. We'll endeavor to keep it up. Keep Swiggying. 🙂,4.113.1,79f1af9b-db79-44f5-bfa6-b1ad13baf310,5,0,https://play-lh.googleusercontent.com/a/ACg8ocKmBHy5pWVi37ly-YHWQrZ3txKmDKDCLza355qjFuJZW-j15w=mo,jamir pathan
in,4.112.0,2026-08-02 22:57:29,nice good p,2026-08-02 23:02:39,"We appreciate your review. However, we would like to hear about how we can improve ourselves to get a 5-star rating. Please do write to us swiggysocial@swiggy.in from your registered email address with your valuable insights on improvement.",4.112.0,989cc689-6687-4da7-b6d9-7dac760d987c,3,0,https://play-lh.googleusercontent.com/a-/ALV-UjX2B92ZvUKPhgxmLCR-rO3yySCeHDWprbiGAny8udB2MU7u9ww,Sohail Zain
in,4.113.1,2026-08-02 22:57:27,"Worst !!! Usually I am using another app. But first time I am using the Instamart app, and facing issue. and worst customer care, they not providing solution instead they are trying to convince me. One of the worst experience I faced at my first order. I will not use this further and wont suggest to my family and friends. other many instant delivery apps are there with quick solution. I would not suggest. Finally no use in customer care support also. They not refunded my money also,Uninstalled",2026-08-02 23:02:39,"Hey there, we would like to get this checked to see what went wrong. Kindly help us with your registered details at swiggysocial@swiggy.in and we will do what it takes to turn this around!",4.113.1,6ab6c43d-4b9c-4e62-9ee4-2583cc0bff08,1,0,https://play-lh.googleusercontent.com/a-/ALV-UjWBkcg_f6zk4W6xo9zwZn_rZYyaCeh1ymf_kbucygL6jKE_y4Um9w,Dhanasekar Ramasamy
in,4.112.0,2026-08-02 22:57:11,quick and satisfied,2026-08-02 23:02:38,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",4.112.0,a0535986-a434-4017-81d7-37e47719d2d5,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjVJmndrcH0YYjFcBI9Xnqtzng-C8GbMLundqcLorMzLqKeCKI8,Anusha
in,4.113.1,2026-08-02 22:56:20,instamart is very good and fast,2026-08-02 23:02:39,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",4.113.1,58ebebd3-a7cb-4aaf-b095-b54192cee1d9,5,0,https://play-lh.googleusercontent.com/a/ACg8ocLDjT6uuXjyvru_76OhybufZwmF0MQzdne3b662Fdb0N1I-tQ=mo,Prince yadav
in,4.113.1,2026-08-02 22:54:42,good service,2026-08-02 23:02:41,We are happy to hear such positive feedback. 🙂,4.113.1,caff4044-a571-46d5-822b-7008f653f634,5,0,https://play-lh.googleusercontent.com/a/ACg8ocI173hSeZRsbAbaO5_6N5HxZMUxsdFvHWAmjq0BKrvNQBObAw=mo,Akshay Prajapat
in,4.113.1,2026-08-02 22:52:51,Nice 🙂🙂,2026-08-02 23:02:40,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",4.113.1,d93787fa-ab8c-4e06-87a4-004ad8f18741,5,0,https://play-lh.googleusercontent.com/a/ACg8ocIUnoBDl-vGFZSJOGCp8_K6tYwLUaWPrkT6IQNDPnER4NLO-g=mo,Mugala Aruna02
in,4.113.1,2026-08-02 22:51:30,mei insta mart last year se use kr rha hu par yeh app mei ajj tk mera experience bura nhi rha,2026-08-02 22:52:45,"Hey there, thank you for rating us 5-Star. Please let us know how we can further improve our services by dropping an email at swiggysocial@swiggy.in from your registered email address.",4.113.1,c95e5ac7-4114-40da-84fb-7536b22040e6,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjVSq6_-eJqgGa0rcPeOUZVFWf6jp4b19KNy_Zgm9MMcpSidpwY,Sheeba Naqvi
in,4.113.1,2026-08-02 22:50:25,gud,2026-08-02 22:52:47,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",4.113.1,5782ab01-0245-4b42-933c-a92f5cb232b7,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjWkMjjgK6p5P5Bb0Q-_tB015g89cCSpm4dET4c66M8pIGFfyuXeEA,mohamed Asif
in,4.113.1,2026-08-02 22:50:06,this is very nice and help for in night 🌉,2026-08-02 22:52:46,"Hi, thank you for delighting us with the positive review. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our service worth 5 stars.",4.113.1,4605b34f-8f30-4d9e-bfe8-88d20f52549e,4,0,https://play-lh.googleusercontent.com/a-/ALV-UjVxt6dcJdDcqNSVxSCUmIvm4BVJJflKzelhkV39sdbeUNQnbTY,Karthikc
in,4.113.1,2026-08-02 22:49:50,very good service,2026-08-02 22:52:46,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",4.113.1,00c2d0c2-67a4-4786-85b0-d1a63d0ad860,5,0,https://play-lh.googleusercontent.com/a-/ALV-UjVLk2mnsUIS38QPljk1Pp4swx3TOd9duNkUd_3gaT7TPZm5zx77,Y Shiva
in,4.113.1,2026-08-02 22:47:10,Nice,2026-08-02 22:52:47,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,4.113.1,f18b1d20-635e-4883-9a73-6dd301333010,5,0,https://play-lh.googleusercontent.com/a/ACg8ocIE7p5_q_vDHpri_8vZ0iT2QyKryPGbBpnLmgZSvQz7BpJWng=mo,Mohd Ikramudeen
in,4.92.0,2026-08-02 22:37:34,"Cheating app!! Ordered items were not delivered, but the amount was still deducted. Feels like cheating customers.",2026-08-02 22:42:38,"Hi, please write to us about your experience at swiggysocial@swiggy.in from your registered email address, so we can better our services.",4.92.0,5a1038ab-327d-427d-8d53-c7a5adceab4c,1,0,https://play-lh.googleusercontent.com/a-/ALV-UjUoHmFzUX4M-KqVSxN6eSbmRccbXcSK30viQe1EqQOPE86tOjI9pw,Mohammed Ismail
